"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V1.1","V2.1","V3.1","V4.1","V5.1","V6.1","V7.1","V8.1","V9.1","V10.1","V11.1","V12.1","V13.1","V14.1","V15.1","V16.1","V17.1","V18.1","V19.1","V20.1","V21.1","V22.1","V23.1","V24.1","V25.1","V26.1","V27.1","V28.1","V29.1","V30.1","V31.1","V32.1","V33.1","V34.1","V35.1","V36.1","V37.1","V38.1","V39.1","V40.1","V41.1","V42.1","V43.1","V44.1","V45.1","V46.1","V47.1","V48.1","V49.1","V50.1","V1.2","V2.2","V3.2","V4.2","V5.2","V6.2","V7.2","V8.2","V9.2","V10.2","V11.2","V12.2","V13.2","V14.2","V15.2","V16.2","V17.2","V18.2","V19.2","V20.2","V21.2","V22.2","V23.2","V24.2","V25.2","V26.2","V27.2","V28.2","V29.2","V30.2","V31.2","V32.2","V33.2","V34.2","V35.2","V36.2","V37.2","V38.2","V39.2","V40.2","V41.2","V42.2","V43.2","V44.2","V45.2","V46.2","V47.2","V48.2","V49.2","V50.2"
"1",582,0,149,64,103,198,36,129,60,48,68,58,53,113,50,29,63,27,23,25,37,66,41,37,7,0,27,24,0,43,45,37,38,40,41,11,19,0,22,22,0,15,73,42,50,29,33,22,53,11,582,0,145,65,100,199,35,129,61,48,68,58,53,113,50,28,59,28,22,25,38,68,42,38,7,0,30,26,0,43,48,37,38,42,41,11,19,0,22,22,0,15,71,42,51,29,35,22,53,12,417,0,148,67,102,199,35,120,54,48,64,59,52,113,46,27,61,28,23,17,33,71,40,35,8,0,29,26,0,31,46,35,34,40,41,11,17,0,16,22,0,15,63,37,52,23,23,21,59,12
